id_client,provincia,familia,segment_client,share_of_wallet_12m,dies_sense_compra,cicle_habitual_dies,potencial_anual_eur,z_score_retard,genera_alerta,tipus_alerta,impacte_recuperable_eur,urgencia,motiu_explicat
1000100515,Barcelona,Bioseguridad,en_risc,0.366,291,,1086.44,,False,,,,
1000100517,Huesca,Anestesia,perdut,0.0,777,,1802.36,,False,,,,
1000100517,Huesca,Bioseguridad,perdut,0.0,777,,879.2,,False,,,,
1000100518,Madrid,Anestesia,en_risc,0.607,46,90.4,2223.12,-0.87,True,caiguda_share,872.95,mitja,"Client en_risc de Anestesia (Share 12m: 61%). El seu cicle de compra és de 90 dies. Porta 46 dies sense comprar (-44 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000100519,Madrid,Anestesia,promiscu,0.54,77,49.5,2223.12,1.24,True,reposicio_endarrerida,1022.2,mitja,Client promiscu de Anestesia (Share 12m: 54%). El seu cicle de compra és de 50 dies. Porta 77 dies sense comprar (28 dies de coll). 
1000100522,Madrid,Anestesia,perdut,0.0,419,,3410.04,,False,,,,
1000100522,Madrid,Bioseguridad,marginal,0.0,572,,1667.34,,False,,,,
1000100524,Madrid,Anestesia,promiscu,0.436,54,180.0,3410.04,-8.79,False,,,,
1000100526,Barcelona,Anestesia,perdut,0.0,773,,1802.36,,False,,,,
1000100528,Sta.Cruz Tenerife,Anestesia,promiscu,0.687,11,75.7,3410.04,-1.66,False,,,,
1000100531,Las Palmas,Anestesia,promiscu,0.364,27,247.0,2223.12,-3.58,False,,,,
1000100535,Barcelona,Anestesia,fidel,0.84,27,73.5,2223.12,-0.88,False,,,,
1000100537,Toledo,Anestesia,perdut,0.303,103,,1802.36,,False,,,,
1000100537,Toledo,Bioseguridad,perdut,2.295,97,,879.2,,False,,,,
1000100538,Alicante,Anestesia,perdut,0.168,319,,3410.04,,False,,,,
1000100541,Valencia,Anestesia,promiscu,0.465,27,183.8,2223.12,-9.48,False,,,,
1000100542,Valladolid,Anestesia,fidel,1.039,13,249.0,3410.04,-1.24,False,,,,
1000100542,Valladolid,Bioseguridad,promiscu,0.729,13,186.8,1667.34,-1.67,False,,,,
1000100546,Alicante,Anestesia,perdut,0.0,670,,3410.04,,False,,,,
1000100546,Alicante,Bioseguridad,perdut,0.0,375,,1667.34,,False,,,,
1000100553,Madrid,Anestesia,promiscu,0.687,76,169.8,3410.04,-2.42,False,,,,
1000100554,Murcia,Anestesia,perdut,0.511,105,,2223.12,,False,,,,
1000100555,Valencia,Anestesia,perdut,0.295,283,,2223.12,,False,,,,
1000100556,,Anestesia,perdut,0.0,749,,3410.04,,False,,,,
1000100557,Madrid,Anestesia,fidel,1.195,66,113.7,2223.12,-0.52,False,,,,
1000100558,Madrid,Anestesia,perdut,1.186,159,,1802.36,,False,,,,
1000100558,Madrid,Bioseguridad,fidel,1.843,59,236.5,879.2,-2.76,False,,,,
1000100559,Barcelona,Anestesia,perdut,0.598,224,,2223.12,,False,,,,
1000100559,Barcelona,Bioseguridad,fidel,1.258,82,129.0,1086.44,-0.58,False,,,,
1000100562,Madrid,Anestesia,marginal,0.154,28,,2223.12,,False,,,,
1000100563,Valencia,Anestesia,perdut,0.0,740,,3410.04,,False,,,,
1000100563,Valencia,Bioseguridad,marginal,0.0,740,,1667.34,,False,,,,
1000100564,Madrid,Anestesia,perdut,0.292,291,,4546.72,,False,,,,
1000100564,Madrid,Bioseguridad,perdut,0.219,244,,2223.12,,False,,,,
1000100566,Castellón,Anestesia,marginal,0.217,66,,3410.04,,False,,,,
1000100567,Navarra,Anestesia,fidel,1.391,48,171.2,2223.12,-1.05,False,,,,
1000100567,Navarra,Bioseguridad,fidel,1.118,48,,1086.44,,False,,,,
1000100571,Cantabria,Anestesia,promiscu,0.333,27,136.0,2223.12,-1.21,False,,,,
1000100572,Almería,Anestesia,perdut,1.169,95,,3410.04,,False,,,,
1000100575,Teruel,Anestesia,perdut,0.451,119,,2223.12,,False,,,,
1000100575,Teruel,Bioseguridad,perdut,1.0,119,,1086.44,,False,,,,
1000100576,Murcia,Anestesia,fidel,1.106,20,134.2,3410.04,-4.64,False,,,,
1000100577,Albacete,Anestesia,fidel,0.855,89,104.8,2223.12,-0.26,False,,,,
1000100580,Asturias,Anestesia,promiscu,0.597,55,,3410.04,,False,,,,
1000100581,Barcelona,Anestesia,perdut,0.094,334,,4546.72,,False,,,,
1000100582,Madrid,Anestesia,fidel,0.953,53,166.0,2223.12,-2.86,False,,,,
1000100582,Madrid,Bioseguridad,perdut,0.929,245,,1086.44,,False,,,,
1000100585,Valencia,Anestesia,perdut,0.258,216,,2223.12,,False,,,,
1000100585,Valencia,Bioseguridad,perdut,0.0,431,,1086.44,,False,,,,
1000100588,Pontevedra,Bioseguridad,marginal,0.0,712,,1.0,,False,,,,
1000100589,Lugo,Anestesia,perdut,0.319,124,,2223.12,,False,,,,
1000100590,Alicante,Anestesia,marginal,0.0,711,,2223.12,,False,,,,
1000100591,Valladolid,Anestesia,perdut,0.598,333,,2223.12,,False,,,,
1000100591,Valladolid,Bioseguridad,en_risc,0.476,215,,1086.44,,False,,,,
1000100593,Madrid,Anestesia,fidel,0.905,54,133.0,2223.12,-0.82,False,,,,
1000100595,Madrid,Anestesia,marginal,0.0,466,,5683.4,,False,,,,
1000100597,Valencia,Anestesia,fidel,0.781,82,209.3,3410.04,-4.83,False,,,,
1000100598,Vizcaya,Anestesia,fidel,1.341,41,166.5,2223.12,-3.55,False,,,,
1000100600,Córdoba,Anestesia,marginal,0.0,452,,3410.04,,False,,,,
1000100601,Cantabria,Anestesia,marginal,0.093,271,,2223.12,,False,,,,
1000100602,Barcelona,Anestesia,fidel,1.195,46,165.0,2223.12,-2.2,False,,,,
1000100602,Barcelona,Bioseguridad,fidel,1.661,46,163.3,1086.44,-1.48,False,,,,
1000100604,Sevilla,Anestesia,perdut,0.0,629,,6820.08,,False,,,,
1000100605,Alicante,Anestesia,perdut,0.173,178,,3410.04,,False,,,,
1000100606,Madrid,Anestesia,perdut,0.61,97,,2223.12,,False,,,,
1000100606,Madrid,Bioseguridad,perdut,0.25,325,,1086.44,,False,,,,
1000100608,Madrid,Anestesia,fidel,0.789,67,126.6,3410.04,-1.56,False,,,,
1000100609,Vizcaya,Anestesia,perdut,1.147,189,,1802.36,,False,,,,
1000100609,Vizcaya,Bioseguridad,marginal,0.0,454,,879.2,,False,,,,
1000100610,Pontevedra,Anestesia,perdut,0.08,334,,1802.36,,False,,,,
1000100610,Pontevedra,Bioseguridad,marginal,0.0,439,,879.2,,False,,,,
1000100611,Madrid,Anestesia,perdut,0.284,91,,3410.04,,False,,,,
1000100611,Madrid,Bioseguridad,perdut,0.34,301,,1667.34,,False,,,,
1000100614,Burgos,Anestesia,promiscu,0.582,67,,2223.12,,False,,,,
1000100615,Murcia,Bioseguridad,promiscu,0.597,40,,1086.44,,False,,,,
1000100622,Pontevedra,Anestesia,perdut,0.332,179,,2223.12,,False,,,,
1000100622,Pontevedra,Bioseguridad,marginal,0.128,311,,1086.44,,False,,,,
1000100623,Lleida,Anestesia,marginal,0.0,699,,2223.12,,False,,,,
1000100624,Sta.Cruz Tenerife,Anestesia,perdut,0.647,150,,5683.4,,False,,,,
1000100624,Sta.Cruz Tenerife,Bioseguridad,perdut,1.219,144,,2778.9,,False,,,,
1000100625,Córdoba,Anestesia,marginal,0.216,33,,3410.04,,False,,,,
1000100631,Madrid,Anestesia,marginal,0.048,180,,1802.36,,False,,,,
1000100632,Zaragoza,Anestesia,perdut,0.0,390,,3410.04,,False,,,,
1000100632,Zaragoza,Bioseguridad,promiscu,0.389,60,177.3,1667.34,-2.61,False,,,,
1000100635,Zaragoza,Anestesia,perdut,0.28,297,,2223.12,,False,,,,
1000100635,Zaragoza,Bioseguridad,perdut,0.0,592,,1086.44,,False,,,,
1000100637,Barcelona,Anestesia,perdut,0.145,194,,3410.04,,False,,,,
1000100640,Murcia,Anestesia,promiscu,0.531,48,214.7,2223.12,-3.58,False,,,,
1000100640,Murcia,Bioseguridad,perdut,0.0,452,,1086.44,,False,,,,
1000100642,A Coruña,Anestesia,perdut,0.173,209,,3410.04,,False,,,,
1000100642,A Coruña,Bioseguridad,marginal,0.0,389,,1667.34,,False,,,,
1000100643,Barcelona,Anestesia,en_risc,0.716,348,,1802.36,,False,,,,
1000100643,Barcelona,Bioseguridad,perdut,1.648,348,,879.2,,False,,,,
1000100644,Tarragona,Anestesia,marginal,0.0,480,,1802.36,,False,,,,
1000100645,Las Palmas,Anestesia,perdut,0.0,462,,3410.04,,False,,,,
1000100648,Ciudad Real,Bioseguridad,marginal,0.0,690,,1086.44,,False,,,,
1000100650,Alicante,Anestesia,perdut,0.165,300,,2223.12,,False,,,,
1000100652,Vizcaya,Anestesia,perdut,0.165,174,,2223.12,,False,,,,
1000100653,Vizcaya,Anestesia,perdut,0.556,96,,3410.04,,False,,,,
1000100654,Girona,Anestesia,perdut,0.567,186,,2223.12,,False,,,,
1000100656,Alicante,Anestesia,perdut,0.558,189,,3410.04,,False,,,,
1000100657,La Rioja,Anestesia,fidel,1.122,54,83.0,4546.72,-2.07,False,,,,
1000100659,Madrid,Anestesia,perdut,0.246,304,,2223.12,,False,,,,
1000100661,Murcia,Anestesia,perdut,0.414,276,,2223.12,,False,,,,
1000100754,Gipúzkoa,Anestesia,nou,0.282,61,,2223.12,,False,,,,
1000100900,Murcia,Anestesia,perdut,0.524,96,,1802.36,,False,,,,
1000100912,A Coruña,Anestesia,fidel,1.044,40,212.3,2223.12,-1.8,False,,,,
1000100915,Toledo,Anestesia,promiscu,0.506,52,208.3,1802.36,-4.64,False,,,,
1000100917,Valencia,Anestesia,perdut,0.244,200,,4546.72,,False,,,,
1000100918,Asturias,Bioseguridad,marginal,0.0,614,,1667.34,,False,,,,
1000100919,Vizcaya,Anestesia,promiscu,0.518,28,,2223.12,,False,,,,
1000100920,Barcelona,Anestesia,perdut,0.173,174,,3410.04,,False,,,,
1000100921,Huesca,Anestesia,perdut,0.085,221,,6820.08,,False,,,,
1000100923,Toledo,Anestesia,fidel,0.982,45,126.0,3410.04,-2.92,False,,,,
1000100925,Teruel,Anestesia,perdut,0.15,153,,3410.04,,False,,,,
1000100925,Teruel,Bioseguridad,perdut,0.286,153,,1667.34,,False,,,,
1000100928,Barcelona,Anestesia,perdut,0.764,117,,2223.12,,False,,,,
1000100928,Barcelona,Bioseguridad,perdut,0.522,181,,1086.44,,False,,,,
1000100929,Sta.Cruz Tenerife,Anestesia,perdut,0.46,109,,3410.04,,False,,,,
1000100930,Sta.Cruz Tenerife,Anestesia,marginal,0.167,47,,20460.24,,False,,,,
1000100930,Sta.Cruz Tenerife,Bioseguridad,fidel,0.773,25,47.4,10004.04,-0.8,False,,,,
1000100931,Alicante,Anestesia,perdut,0.322,221,,3410.04,,False,,,,
1000100933,Navarra,Anestesia,fidel,0.933,55,123.4,2223.12,-3.71,False,,,,
1000100933,Navarra,Bioseguridad,fidel,1.098,55,205.7,1086.44,-2.54,False,,,,
1000100937,A Coruña,Anestesia,perdut,0.165,283,,2223.12,,False,,,,
1000100937,A Coruña,Bioseguridad,en_risc,0.298,108,,1086.44,,False,,,,
1000100939,Gipúzkoa,Anestesia,marginal,0.0,454,,4546.72,,False,,,,
1000100941,Alicante,Anestesia,perdut,0.2,192,,2223.12,,False,,,,
1000100943,Barcelona,Anestesia,perdut,0.0,482,,1802.36,,False,,,,
1000100944,La Rioja,Anestesia,en_risc,0.365,314,,3410.04,,False,,,,
1000100949,Alicante,Anestesia,perdut,0.319,123,,2223.12,,False,,,,
1000100951,Málaga,Anestesia,perdut,0.0,522,,3410.04,,False,,,,
1000100955,Valladolid,Anestesia,perdut,0.808,216,,2223.12,,False,,,,
1000100961,Alicante,Anestesia,promiscu,0.644,27,124.2,3410.04,-1.57,False,,,,
1000100962,Barcelona,Anestesia,fidel,1.039,32,,2223.12,,False,,,,
1000100962,Barcelona,Bioseguridad,perdut,1.566,94,,1086.44,,False,,,,
1000100963,Valencia,Anestesia,perdut,0.314,230,,3410.04,,False,,,,
1000100968,Albacete,Anestesia,fidel,1.617,54,114.4,2223.12,-1.55,False,,,,
1000100973,Salamanca,Anestesia,perdut,0.0,391,,2223.12,,False,,,,
1000100977,Madrid,Anestesia,fidel,0.992,76,114.4,1802.36,-0.91,False,,,,
1000100977,Madrid,Bioseguridad,perdut,1.369,105,,879.2,,False,,,,
1000100981,Valencia,Anestesia,perdut,0.776,111,,3410.04,,False,,,,
1000100982,Granada,Anestesia,perdut,0.0,644,,1802.36,,False,,,,
1000100985,Alicante,Anestesia,perdut,0.416,314,,3410.04,,False,,,,
1000100990,Asturias,Anestesia,perdut,0.258,186,,2223.12,,False,,,,
1000100992,Madrid,Anestesia,perdut,0.133,321,,3410.04,,False,,,,
1000100993,Asturias,Anestesia,promiscu,0.721,67,,2223.12,,False,,,,
1000100995,Murcia,Anestesia,nou,0.598,61,,2223.12,,False,,,,
1000100999,Madrid,Anestesia,perdut,0.0,431,,3410.04,,False,,,,
1000101002,Granada,Anestesia,perdut,0.39,280,,3410.04,,False,,,,
1000101004,Barcelona,Anestesia,promiscu,0.586,66,139.0,4546.72,-0.8,False,,,,
1000101005,Madrid,Anestesia,perdut,0.407,152,,1802.36,,False,,,,
1000101007,Cádiz,Anestesia,marginal,0.0,623,,2223.12,,False,,,,
1000101008,Las Palmas,Anestesia,marginal,0.226,83,,5683.4,,False,,,,
1000101009,Madrid,Anestesia,promiscu,0.532,28,97.3,2223.12,-1.08,False,,,,
1000101010,Valencia,Anestesia,promiscu,0.319,28,299.5,2223.12,-0.66,False,,,,
1000101010,Valencia,Bioseguridad,nou,0.373,28,,1086.44,,False,,,,
1000101014,Cuenca,Anestesia,perdut,0.596,94,,2223.12,,False,,,,
1000101015,Granada,Anestesia,perdut,0.259,265,,1802.36,,False,,,,
1000101015,Granada,Bioseguridad,perdut,0.0,622,,879.2,,False,,,,
1000101020,Málaga,Anestesia,perdut,0.0,621,,2223.12,,False,,,,
1000101021,Valencia,Anestesia,perdut,0.294,101,,3410.04,,False,,,,
1000101022,Las Palmas,Anestesia,marginal,0.0,619,,3410.04,,False,,,,
1000101023,Alicante,Anestesia,en_risc,0.96,34,68.5,2223.12,-2.28,True,caiguda_share,88.77,mitja,"Client en_risc de Anestesia (Share 12m: 96%). El seu cicle de compra és de 68 dies. Porta 34 dies sense comprar (-34 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000101025,Ciudad Real,Anestesia,en_risc,0.922,60,79.9,2223.12,-0.49,True,caiguda_share,173.32,mitja,"Client en_risc de Anestesia (Share 12m: 92%). El seu cicle de compra és de 80 dies. Porta 60 dies sense comprar (-20 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000101025,Ciudad Real,Bioseguridad,perdut,0.597,129,,1086.44,,False,,,,
1000101033,Barcelona,Anestesia,fidel,0.844,25,117.8,3410.04,-2.21,False,,,,
1000101035,Sevilla,Anestesia,perdut,0.298,256,,4546.72,,False,,,,
1000101036,Barcelona,Anestesia,en_risc,0.677,77,87.2,4546.72,-0.25,True,caiguda_share,1467.73,mitja,"Client en_risc de Anestesia (Share 12m: 68%). El seu cicle de compra és de 87 dies. Porta 77 dies sense comprar (-10 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000101042,Valencia,Anestesia,perdut,0.201,294,,2223.12,,False,,,,
1000101045,Cáceres,Anestesia,fidel,0.956,66,119.5,2223.12,-5.53,False,,,,
1000101053,Barcelona,Anestesia,perdut,0.0,602,,1802.36,,False,,,,
1000101056,Toledo,Anestesia,marginal,0.0,600,,1802.36,,False,,,,
1000101063,Castellón,Bioseguridad,en_risc,1.327,52,70.1,1667.34,-0.53,True,caiguda_share,0.0,mitja,"Client en_risc de Bioseguridad (Share 12m: 133%). El seu cicle de compra és de 70 dies. Porta 52 dies sense comprar (-18 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000101065,Burgos,Anestesia,perdut,0.0,559,,2223.12,,False,,,,
1000101068,Barcelona,Anestesia,perdut,0.69,110,,2223.12,,False,,,,
1000101070,Asturias,Anestesia,perdut,0.0,599,,2223.12,,False,,,,
1000101073,Madrid,Anestesia,fidel,0.768,46,184.0,3410.04,-1.54,False,,,,
1000101074,Las Palmas,Anestesia,perdut,0.09,238,,4546.72,,False,,,,
1000101076,León,Anestesia,marginal,0.0,544,,2223.12,,False,,,,
1000101080,Valencia,Anestesia,perdut,0.538,118,,2223.12,,False,,,,
1000101080,Valencia,Bioseguridad,perdut,0.0,572,,1086.44,,False,,,,
1000101082,Madrid,Anestesia,fidel,1.236,68,94.8,3410.04,-0.51,False,,,,
1000101083,Barcelona,Anestesia,perdut,0.0,518,,2223.12,,False,,,,
1000101085,León,Anestesia,fidel,1.14,83,76.7,2223.12,0.16,False,,,,
1000101088,Sevilla,Anestesia,promiscu,0.537,19,113.8,4546.72,-1.18,False,,,,
1000101090,Madrid,Anestesia,perdut,0.311,235,,3410.04,,False,,,,
1000101093,Barcelona,Anestesia,promiscu,0.312,59,,3410.04,,False,,,,
1000101094,Cádiz,Anestesia,perdut,0.168,321,,3410.04,,False,,,,
1000101094,Cádiz,Bioseguridad,perdut,0.0,376,,1667.34,,False,,,,
1000101095,Madrid,Anestesia,perdut,1.915,249,,3410.04,,False,,,,
1000101097,Murcia,Anestesia,fidel,1.467,14,85.3,2223.12,-2.41,False,,,,
1000101098,Valencia,Anestesia,marginal,0.0,584,,3410.04,,False,,,,
1000101100,Vizcaya,Anestesia,fidel,0.912,87,247.0,3410.04,-1.62,False,,,,
1000101104,Gipúzkoa,Anestesia,perdut,0.319,104,,2223.12,,False,,,,
1000101107,Huelva,Anestesia,fidel,1.205,46,172.5,2223.12,-5.77,False,,,,
1000101108,Valencia,Anestesia,marginal,0.0,572,,2223.12,,False,,,,
1000101110,Sta.Cruz Tenerife,Anestesia,promiscu,0.351,63,127.0,4546.72,-0.87,False,,,,
1000101110,Sta.Cruz Tenerife,Bioseguridad,perdut,0.758,108,,2223.12,,False,,,,
1000101113,Asturias,Anestesia,perdut,0.225,283,,2223.12,,False,,,,
1000101115,Valencia,Anestesia,perdut,0.0,572,,3410.04,,False,,,,
1000101115,Valencia,Bioseguridad,marginal,0.0,572,,1667.34,,False,,,,
1000101116,Valencia,Anestesia,marginal,0.0,571,,2223.12,,False,,,,
1000101118,Salamanca,Anestesia,perdut,0.319,298,,2223.12,,False,,,,
1000101119,Madrid,Anestesia,marginal,0.195,69,,6820.08,,False,,,,
1000101119,Madrid,Bioseguridad,perdut,0.238,340,,3334.68,,False,,,,
1000101121,Madrid,Bioseguridad,marginal,0.0,566,,1667.34,,False,,,,
1000101122,Alicante,Bioseguridad,en_risc,3.25,41,87.3,1667.34,-1.31,True,caiguda_share,0.0,mitja,"Client en_risc de Bioseguridad (Share 12m: 325%). El seu cicle de compra és de 87 dies. Porta 41 dies sense comprar (-46 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000101124,Sevilla,Anestesia,perdut,0.0,552,,2223.12,,False,,,,
1000101125,Pontevedra,Anestesia,fidel,2814.14,42,83.7,1.0,-2.71,False,,,,
1000101126,Sevilla,Anestesia,perdut,0.0,565,,2223.12,,False,,,,
1000101126,Sevilla,Bioseguridad,perdut,0.0,565,,1086.44,,False,,,,
1000101127,Málaga,Anestesia,fidel,1.083,54,42.5,5683.4,0.49,False,,,,
1000101129,Cantabria,Anestesia,marginal,0.0,549,,2223.12,,False,,,,
1000101134,Granada,Anestesia,perdut,1.28,117,,2223.12,,False,,,,
1000101138,Madrid,Anestesia,fidel,0.903,56,108.0,2223.12,-0.6,False,,,,
1000101140,Madrid,Anestesia,perdut,0.165,97,,2223.12,,False,,,,
1000101141,Toledo,Anestesia,fidel,1.276,56,96.0,1802.36,-1.08,False,,,,
1000101142,Alicante,Anestesia,promiscu,0.33,11,260.0,2223.12,-1.98,False,,,,
1000101150,León,Anestesia,promiscu,0.656,90,,2223.12,,False,,,,
1000101157,Madrid,Anestesia,perdut,0.0,402,,2223.12,,False,,,,
1000101157,Madrid,Bioseguridad,perdut,0.0,402,,1086.44,,False,,,,
1000101167,Alicante,Anestesia,perdut,0.279,257,,3410.04,,False,,,,
1000101168,Alicante,Anestesia,perdut,0.0,426,,2223.12,,False,,,,
1000101169,Valencia,Anestesia,perdut,0.598,276,,2223.12,,False,,,,
1000101169,Valencia,Bioseguridad,marginal,0.186,292,,1086.44,,False,,,,
1000101182,Cantabria,Anestesia,perdut,0.909,175,,6820.08,,False,,,,
1000101183,Murcia,Anestesia,perdut,1.189,116,,2223.12,,False,,,,
1000101184,Zaragoza,Anestesia,promiscu,0.726,33,83.0,2223.12,-0.98,False,,,,
1000101184,Zaragoza,Bioseguridad,marginal,0.0,447,,1086.44,,False,,,,
1000101186,Alicante,Anestesia,promiscu,0.26,54,,4546.72,,False,,,,
1000101190,Sta.Cruz Tenerife,Anestesia,marginal,0.058,28,,5683.4,,False,,,,
1000101191,León,Bioseguridad,perdut,1.495,111,,2778.9,,False,,,,
1000101192,Valladolid,Anestesia,marginal,0.0,453,,4546.72,,False,,,,
1000101195,Pontevedra,Anestesia,fidel,3602.82,49,117.0,1.0,-1.88,False,,,,
1000101195,Pontevedra,Bioseguridad,perdut,724.58,104,,1.0,,False,,,,
1000101196,Córdoba,Anestesia,fidel,0.973,55,78.2,2223.12,-0.52,False,,,,
1000101197,Barcelona,Anestesia,perdut,0.391,150,,3410.04,,False,,,,
1000101198,Alicante,Anestesia,promiscu,0.554,54,78.0,3410.04,-0.4,False,,,,
1000101199,Álava,Anestesia,perdut,0.95,101,,4546.72,,False,,,,
1000101202,Alicante,Anestesia,perdut,0.365,108,,2223.12,,False,,,,
1000101203,Cantabria,Anestesia,marginal,0.078,171,,2223.12,,False,,,,
1000101204,Barcelona,Anestesia,perdut,0.0,488,,5683.4,,False,,,,
1000101204,Barcelona,Bioseguridad,perdut,0.304,175,,2778.9,,False,,,,
1000101209,Cádiz,Anestesia,perdut,0.266,160,,2223.12,,False,,,,
1000101211,Pontevedra,Anestesia,fidel,0.82,59,72.3,2223.12,-0.75,False,,,,
1000101214,Granada,Anestesia,promiscu,0.715,89,132.3,1802.36,-0.45,False,,,,
1000101214,Granada,Bioseguridad,perdut,0.0,427,,879.2,,False,,,,
1000101215,Madrid,Anestesia,perdut,0.443,181,,2223.12,,False,,,,
1000101217,Barcelona,Anestesia,perdut,0.272,117,,4546.72,,False,,,,
1000101218,Salamanca,Anestesia,nou,0.594,55,,2223.12,,False,,,,
1000101218,Salamanca,Bioseguridad,en_risc,0.373,269,,1086.44,,False,,,,
1000101219,Madrid,Anestesia,marginal,0.0,481,,2223.12,,False,,,,
1000101220,Sevilla,Anestesia,perdut,0.294,291,,3410.04,,False,,,,
1000101221,Málaga,Anestesia,en_risc,0.309,32,,2223.12,,False,,,,
1000101221,Málaga,Bioseguridad,perdut,0.556,130,,1086.44,,False,,,,
1000101222,Granada,Anestesia,perdut,0.318,326,,1802.36,,False,,,,
1000101224,Sta.Cruz Tenerife,Anestesia,promiscu,0.703,77,89.0,2223.12,-0.22,False,,,,
1000101231,Ciudad Real,Anestesia,promiscu,0.673,13,151.3,2223.12,-1.77,False,,,,
1000101232,Zaragoza,Anestesia,nou,0.503,19,,2223.12,,False,,,,
1000101232,Zaragoza,Bioseguridad,nou,0.298,53,,1086.44,,False,,,,
1000101236,Las Palmas,Anestesia,perdut,0.082,91,,2223.12,,False,,,,
1000101237,Madrid,Anestesia,perdut,1.161,196,,3410.04,,False,,,,
1000101240,Albacete,Anestesia,perdut,0.598,227,,2223.12,,False,,,,
1000101261,Tarragona,Anestesia,perdut,0.181,117,,3410.04,,False,,,,
1000101383,Tarragona,Anestesia,perdut,0.842,97,,2223.12,,False,,,,
1000101394,Tarragona,Anestesia,fidel,1.207,74,169.0,2223.12,-9.6,False,,,,
1000101428,Sevilla,Anestesia,promiscu,0.261,47,209.5,3410.04,-17.68,False,,,,
1000101435,Lleida,Anestesia,fidel,2.754,40,102.0,2223.12,-0.61,False,,,,
1000101437,A Coruña,Anestesia,promiscu,0.293,28,,2223.12,,False,,,,
1000101437,A Coruña,Bioseguridad,nou,0.215,28,,1086.44,,False,,,,
1000101442,Sta.Cruz Tenerife,Anestesia,en_risc,0.831,41,82.8,2223.12,-1.69,True,caiguda_share,374.8,mitja,"Client en_risc de Anestesia (Share 12m: 83%). El seu cicle de compra és de 83 dies. Porta 41 dies sense comprar (-42 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000101444,León,Anestesia,perdut,0.737,115,,1802.36,,False,,,,
1000101446,Barcelona,Anestesia,marginal,0.114,213,,1802.36,,False,,,,
1000101447,Madrid,Anestesia,perdut,0.208,111,,3410.04,,False,,,,
1000101450,Granada,Anestesia,perdut,0.0,458,,1802.36,,False,,,,
1000101452,Barcelona,Anestesia,fidel,0.779,74,190.0,3410.04,-3.15,False,,,,
1000101453,Barcelona,Anestesia,perdut,0.411,250,,3410.04,,False,,,,
1000101459,Madrid,Anestesia,promiscu,0.484,26,203.0,1802.36,-7.82,False,,,,
1000101459,Madrid,Bioseguridad,perdut,0.0,432,,879.2,,False,,,,
1000101460,Murcia,Anestesia,perdut,0.594,98,,2223.12,,False,,,,
1000101469,Barcelona,Anestesia,perdut,0.0,451,,4546.72,,False,,,,
1000101472,Barcelona,Anestesia,perdut,0.0,390,,3410.04,,False,,,,
1000101473,Pontevedra,Anestesia,perdut,0.893,101,,3410.04,,False,,,,
1000101473,Pontevedra,Bioseguridad,perdut,0.389,101,,1667.34,,False,,,,
1000101476,Jaén,Anestesia,nou,0.598,89,,2223.12,,False,,,,
1000101478,Salamanca,Bioseguridad,en_risc,0.373,200,,1086.44,,False,,,,
